institute,field,why,expectations,level,advice,rating_value,expectations_grade,level_grade,predictions
בר אילן,פסיכולוגיה,"כדי לעסוק בתחום אחר כך, להיות פסיכולוגית.","תואר ראשון איננו מספיק, צריך גם תואר שני, כך שמסלול תואר ראשון בפסיכולוגיה איננו מספיק על מנת לעסוק בתחום.","אני חושבת שכדאי יותר להכין את הבוגרים לקראת המתא""ם, מבחינת קריאה ביקורתית של מאמרים. ייתכן והופקו לקחים אחרי המחזור שלי.","לא לחשוש מלימודי יהדות שמרתיעים הרבה נרשמים לאוניברסיטה. יש קורסים מעולים, עם מרצים מעולים, וזה מרחיב אופקים, ומעין ""ניקוי ראש"", תחומי ידע אחרים שאינם המקצועות שבחרתם. לעתים זה מעיק, אבל זה באמת תלוי במרצה. זה אף פעם לא העיק כשהיו לי מרצים טובים. הוצאתי ציונים טובים וזה העלה לי את הממוצע.",9,5.0,5.0,9
בר אילן,פסיכולוגיה,זה עניין אותי,ציפיתי ללמוד יותר על נפש האדם ולא רק תאוריות וסטטיסטיקה,"ציפיתי יותר לכעת בפסיכולוגיה עצמה ובטיפול , אך הכל תיאוריות וסטטיסטיקה","תלמדו פסיכולוגיה רק אם ברור לכם שאתם רוצים להמשיך לתואר שני ולעסוק בתחום , אחרת זה בזבוז זמן",5,1.0,1.0,5
בר אילן,פסיכולוגיה,"הנושא עניין אותי מאוד, שקלתי בזמנו להמשיך לתואר 2 על מנת לעסוק בתחום כמטפלת","מספר השעות הפרונטאליות מגוחך, סקירת התיאוריות לא רק שאיננה ממצה ונעשית על רגל אחת מפאת הזמן אלא גם סוקרים רק תיאוריות ישנות יותר וכמעט ולא מזכירים תיאוריות עדכניות יותר.","כמות התלמידים בכיתה גדולה מאוד ואין סיכוי ליחס אישי בשום קורס, המרצים באים להעביר כמות מסויימת של חומר ולא מעניין אותם אם הכיתה הבינה או לא.מערכי השיעור דחוסים מידי. באופן כללי היחס לסטודנט במחלקה גרוע, בעיקר מצד המזכירות וכן ממספר מרצים. מבחינה חברתית אי","לבדוק היכן מסלול הלימודים העשיר ביותר, לבחור תחום לימוד נוסף כמשני שאתה רואה עצמך משתלב בו למקרה שלא תתקבל לתואר 2 בפסיכולוגיה",5,1.0,1.0,5
בר אילן,פסיכולוגיה,"רציתי לעבוד עם אנשים וחשבתי שזה התחום שיפתח בפני הכי הרבה דלתות להמשך הלימודים (בכל מקרה בתחומי הטיפול צריך תואר שני, אז רציתי לפתוח את כל האופציות). במשני בחרתי כי הוא נחשב קל ורציתי להתמקד בנושא הראשי שלי.","ידעתי מראש שהתואר הראשון לא כ""כ פרקטי... ואכן הוא היה כזה... חייבת לציין שהוא היה יותר משעמם משציפיתי...","רמה גובהה, ממש הרגשתי את ההשתפרות שלי!",לדעת שזו רק ההתחלה של מסלול ארוך ולחשוב אם הם מוכנים לצעוד בו.,10,8.0,10.0,8
בר אילן,פסיכולוגיה,עניין אותי ללמוד פסיכולוגיה ואשמח להיות פסיכולוגית בעתיד.,"אני עדין לא יודעת. זה עוד ההתחלה אך בינתיים זה הפסיכולוגיה מאוד מעניין אותי. המישני , המרצים פחות טובים ולכן פחות.",בחוד לפסיכולוגיה אני מאוד מרוצה,לבדוק מה צריך לתואר. ולהבין שלא כל השיעורים מענינים ושחשוב שהמשני יהיה קל,9,5.0,10.0,9
בר אילן,פסיכולוגיה,"שנים היה לי ברור שאני רוצה ללמוד פסיכולוגיה. את המשני, קרימינולוגיה, בחרתי כי הסילבוס היה נראה מעניין, ואני לא מתחרט לדקה.","אני ממש נהנה מהלימודים ומהאווירה. החבר'ה טובים, והקורסים מעניינים.","סה""כ הרמה לא גבוהה מדי. יש קורסים מאתגרים יותר, אבל בסך הכל החומר פשוט למדי, והאתגר הוא בהיקף. חלק מהמתרגלים טובים, אבל אין מה לעשות - אין להם את הניסיון והידע של המרצים.",ללכת על זה.,7,10.0,1.0,7
בר אילן,פסיכולוגיה,רוצה להמשיך ללימודי תואר שני,חבל שאין מגוון קורסים רחב יותר בתואר,"רמת לימודים גבוהה, אין כמעט שיעורי תרגול, הרבה סטודנטים בהרצאות",לברר טוב טוב מה רוצים לעשות בהמשך והאם המסלול שווה את זה...,9,1.0,1.0,9
בר אילן,פסיכולוגיה,"שני המקצועות מאוד מעניינים ומושכים אותי. פסיכולוגיה כעיסוק לחיים ותושב""ע כידע",אני מקבלת המון ידע בתחום ומרגישה שזה אכן חשוב ויעזור בעתיד,"הרוב מגיע להרצאות, רמת המתרגלים גבוהה ביותר.",תבואו עם הרבה מוטיבציה!!! אחרת אין סיכוי לשרוד :),7,10.0,1.0,7
בר אילן,פסיכולוגיה,אני מעוניינת בלימודי פסיכולוגיה תואר שני על מנת לעבוד בתור פסיכולוגית קלינית,"המסלול הראשי עונה בצורה מלאה על ציפיותיי ואני מאוד נהנית מהלימודים, את המסלול המשני בחרת מבחינת נוחות (אמרו לי שהוא קל), כך שהוא מעט מעיק אבל לא קשה.","תרגול נעשה בסטטיסטיקה והיה מעולה, חוץ מזה אני לא חושבת שיש עוד תרגולים",זה מסלול לא קל ולכן הייתי ממליצה לאנשים שחושבים בכיוון הזה להיות מאוד שלמים עם עצמם ובטוחים בהחלטה על לימודיהם,8,10.0,10.0,8
בר אילן,פסיכולוגיה,מתוך עניין ורצון לעסוק בתחום,המסלול הוא רק צעד ראשון בדרך לעיסוק במקצוע. התואר הראשון מאוד לא פרקטי ויש צורך לתואר שני כדי לעסוק בתחום.,"רמת הלימודים גבוהה מאוד, מתרגלים ברמה מאוד גבוהה.","ללכת רק אם רוצים את זה באמת ויודעים במה זה כרוך, לקרוא הרבה מאמרים ולא להתחמק מאנגלית במהלך התואר",9,5.0,10.0,9
בר אילן,פסיכולוגיה,מתוך עניין,"הנושא אכן מעניין אך תואר ראשון נטול כל פן מעשי, וכידוע רק עם תואר ראשון אי אפשר לעשות כלום","אין הרבה תרגולים, הרוב אלו הרצאות גדולות, כמעט ואין שיעורי עזר",לדבר עם אנשים מהשטח כדי להכיר את אפשרויות העבודה השונות..,6,1.0,1.0,6
בר אילן,פסיכולוגיה,רציתי את מסלול זה מאז התיכון. התאהבתי במקצוע ברגע שבחרתי אותו כמקצוע בחירה וידעתי שזה משהו שארצה להתעסק איתו גם בחיי הבוגרים.,השנה לא הרגשתי שאני לומדת פסיכולוגיה.. התעסקתי יותר במקצוע המשני שלי.,"הרמה גבוהה, אך לעיתים לא מספיק.. היו מצבים שהרגשתי שהמתרגלת לא ידעה להסביר לנו דברים.","לדאוג להכיר מישהו שנה מעליהם!!!! זה העזרה הכי טובה שיכולה להיות.. ככה אפשר להעביר מאחד לשני סיכומים, שחזורים וכד'...",6,1.0,3.0,6
בר אילן,פסיכולוגיה,הרוח האדם וקשר בין אנשים הם הדברים שהכי מעניינים אותי בחיים,לא הייתי מודע לחלק היחסי של נושא המחקר והסטטיסטיקה בלימודי התואר. הייתי שמח לו התואר היה בעיקר על תיאוריות.,היתה תחושה לא הכי ברורה בתרגולים בהם הייתי. כמות הסטודנטים בהרצאות לעיתים מביכה.,"לבדוק היטב את החומרים ומסלול הלימודים, החובות וההשקעה שצריך להשקיע כדי לסיים את התואר.",7,5.0,1.0,7
בר אילן,פסיכולוגיה,זה מה שתמיד רציתי ללמוד,"לא הולכת להמשיך בתחום, נהניתי מאד מהאנשים ומחלק מהקורסים",טובה,"למצא חבר'ה להעביר איתם את 3 השנים,זה הופך את הכל לחוויה מעולה(:",7,10.0,10.0,7
בר אילן,פסיכולוגיה,תמיד עניין אותי התחום של פסיכולוגיה,המסלול מעניין מאוד,"אני מרוצה סה""כ..",להשקיע הרבה.,9,10.0,10.0,8
בר אילן,פסיכולוגיה,התחום מעניין אותי מאד,תכנים מעניינים,"כמות סטודטים סבירה, רמה גבוהה של מתרגלים, לפחות של חלקם.",אין משהו מיוחד :),8,6.0,5.0,8
בר אילן,כלכלה,זה מה שיצא,כן. אני עובד בתחום,תואר טוב ועדיין מבוקש,"התואר בבר אילן בסה""כ בסדר. אין יותר מידי אפשרויות ומקומות ללמוד במחיר אונברסטאי חשבונאות..",8,10.0,9.0,8
בר אילן,כלכלה,המלצה מבוגר.,"ציפיתי לרמה גבוהה של מרצים- מה שלא קרה בפועל. ישנם מרצים בודדים בלבד שבמבט לאחור באמת לימדו אותי כמו שצריך.
המחלקה לכלכלה מצפצפת על הסטודנטים.","מקצוע חשוב ומעניין ביותר, מחלקה מזעזעת!!!!","תבררו היטב.
רק לאחר שיעשו שינויים משמעותיים במחלקה לכלכלה ניתן לשקול ללמוד שם.",7,1.0,10.0,7
בר אילן,כלכלה,"המסלול שלמדתי בו הוא כלכלה - חשבונאות.
בחרתי במסלול זה כי המטרה היתה להיות רו""ח.","לימד אותי את החומר התאורטי שרו""ח צריך",התואר ענה על ציפיותי מבחינה תאורטית. מבחינה מעשית יש מקום לשיפור.,"אם אתם רוצים להיות רו""ח ולעסוק בזה במשרה מלאה ואתם במגזר הדתי, המקום המתאים ללמוד בו הוא אונ' בר אילן.",8,1.0,7.0,8
