institute,field,why,expectations,level,advice,rating_value
TLV,מדע המדינה,כי פוליטיקה הוא תחום עניין העיקרי שלי.,"אני מרוצה מרוב התואר, אך חבל שישנה פחות התמקדות בפוליטיקה פנימית.","המרצים בסדר גמור, זמינים, בקיאים בחומר ועוזרים כשצריך.","תשקיעו ותאהבו פוליטיקה, מכל סוג, בינ""ל, פילוסופית, פנימית. אחרת זה הרבה ""חפירות"".",8
TLV,מדע המדינה,מתוך עניין בפוליטיקה ומדעי החברה,"מרוצה מאוד מהמסלול, התכנים, וסגל ההוראה","מתרגלי החוגים מהוקצעים, אכפתיים","לבוא עם ראש פתוח, לקבל דעות אחרות ושונות, להתאים עצמך למערכת ודרישותיה- ואם יש אפשרות, לא לעבוד במהלך השנה הראשונה לתואר.",8
TLV,מדע המדינה,"אני לומדת עיתונאות בנוסף בבית הספר ""כותרת"" ומדע המדינה השתלב לי טוב עם זה","הקורסים מאוד מעניינים למי שאוהב את התחום, יש לקחת בחשבון כי קיים תא שמאל חזק מאוד וקיצוני באוניברסיטה",המתרגלים מצויינים וקיימים שיעורי עזר למתקשים,"ללמוד את הנושא במכללת אריאל, או ברייכמן ולא בתל אביב",7
TLV,מדע המדינה,בחרתי בנוסף למדעי המדינה גם לימודי מזרח תיכון. מאוד עניין אותי להבין את התהלכים שקוראים בעולם הערבי וא כל מה שקורה במדינה.,"ממזרח תיכון אני מאוכזבת, בגלל שמע מאוד מדבר על הארגונים והנושאים הנידונים בפוליטיקה היומיומית ויש יותר התעסקות עם דת, שאותי אישית פחות מעניין.","כמות הסטודנטים בהרצאה מאוד תלויה במרצה ובמתרגל- בדרכ אם יש מרצה ממש מעניין נוכחים הרבה תלמידים, אם מדובר בקורס שיש עבורו את כל השיעורים והמרצה מדקלם אותו חומר כבר 6 שנים אז אין כמעט נוכחים. יש מתרגלים שמאוד אכפת להם ויש כאלה שסתם מסמנים וי.","שצריך לדעת בסיס מאוד רחב, בעיקר של דברים מהעבר, כדי שתהיה לך אפשרות בכלל להתחיל ללמוד את התואר",6
TLV,מדע המדינה,כי היעד הסופי הוא משרד החוץ,למדתי המון ואני עוד הייתי קוראת עיתונים לפני...זה פתח לי את העיניים :),הרמה היא גבוה ונדרש המון למידה עצמית,שידעו שהתחום פונה בעיקר למגזר הציבורי...אם אתה לא יודע מראש מה את/ה רוצה לעשות אל תלמד סתם את התואר,8
TLV,מדע המדינה,מתוך עניין לקורסים,חלק מהציפיות התגשמו וחלקן לא,כל האוניברסיטה ברמה נמוכה לדעתי,להתאמן בחדר כושר,4
TLV,מדע המדינה,"הנושא מעניין אותי ומספק בסיס רחב מאוד של ידע שיכול להועיל למגוון תארים מתקדמים ומקומות עבודה. אני לומדת באופן דו חוגי, בשילוב עם היסטוריה של המזרח התיכון ואפריקה.","היו קורסים מעניינים מאתגרים ורלוונטיים בשני החוגים, אך פעמים רבות קורסי המבוא פחות מעניינים. סה""כ אני מאוד מרוצה המסלול מכיוון שלמדתי נושאים שמעניינים אותי, אבל היו גם הרבה קורסים שנאלצתי לקחת שפחות.","כמות הסטודנטים בשיעורים, אפילו בסמינרים, גבוהה משצריכה להיות ומקשה על יצירת קשרים אישיים עם מרצים. המתרגלים מצויינים ונותנים יחס אישי.","תואר ראשון בתחום הזה עושים כי אוהבים. חשוב לבחור נושא שיקים אותך המיטה בבוקר ויביא אותך לשיעור (זה לא תמיד קל מול חיי הבילויים בתל אביב, או המשמרות הארוכות שצריך לעבוד). אבל זו אחת התקופות היפות, אם באים פתוחים ועם רצון אמיתי ללמוד זה פותח את העיניים לדרכים חדשות להתבונן בחיים, מפגיש עם אנשים מצויינים שמתעניינים באותם תחומים ונותן טעימה ראשונית לאינסוף כיוונים להמשך.",7
TLV,מדע המדינה,הנושא מעניין אותי,תלוי מה מחפשים. בנוסף זוהי רק שנה ראשונה. חלק מהמרצים ברמה נמוכה משציפיתי. אך יש גם כמה מרצים טובים.,"רמה גבוהה של לימודים, המרצים מאכזבים מעט",לחשוב על תואר שני,7
TLV,מדע המדינה,אני מחוברת מאוד לאקטואליה ואוהבת ללמוד ממשל,חשבתי שהמסלול יהיה קצת שונה ומעניין יותר,המתרגלים של רוב הקורסים טובים ועוזרים לתלמידים גם מחוץ לשעות הלימודים (מיילים וכו),לא להילחץ ולקחת את הכל בקלות,8
TLV,מדע המדינה,עניין רב בתחום.,התחום מעניין מאוד.,"רמה גבוהה, יחסית.",לפתוח את הראש ולראות עולם. יש עניין בכל מקום ובכל דבר.,8
TLV,מדע המדינה,לידע כללי,רציתי ללמוד משהו מעניין ויש ה הרבה עניין,כמות סטודנטים מספקת לגבי שיעורי העזר אני לא יודעת כי אני לא מגיעה,לבוא ללמוד כבר,8
TLV,מדע המדינה,כי אני רוצה לעבוד במרות ממשלתיות כמו משרד החוץ ושגרירויות.,מושתת על הרבה תיאוריות ופחות כלים מעשיים- חבל.,"ישנה נוכחות גבוהה בהרצאות, רמת המתרגלים לרוב מאוד גבוהה אך לצד מתרגלים מצטיינים יש גם בינוניים ומטה.",תשלבו את התחום עם כלכלה,8
TLV,מדע המדינה,"אני לומדת מדעי המדינה ומזרח אסיה דו חוגי. בחרתי במסלול כי אני מעוניינת לעבוד במשרד החוץ, בעיקר במזרח אסיה. אם להיות יותר ספציפיים בסין או יפן",לומדת בדיוק מה שחשבתי שאני אלמד,...,לא להתייאש בשנה הראשונה. לא לעבוד בסמסטר/שנה הראשונה. להשקיע המון בלימודי השפה,8
TLV,מדעי המחשב,כי זה מה שהיה נראה לי הכי מתאים,זה היה קשה ובדיעהד לא מעניין במיוחד..,זה תואר קשה יחסית... טוב למי שממש מעניין אותו מדעי המחשב,קחו הכל בקלות,4
TLV,מדעי המחשב,מכיוון שהנושא עניין אותי תמיד.,חלק מהאספקטים התאורטיים לא עניינו אותי. בנוסף לא נלמדו תמיד דברים מעשיים חשובים.,לא ענה על כל הציפיות שלי אך עדיין הקנה ידע רלוונטי ולפעמים אפילו מעניין,"תמצאו מישהו שלמד לפניכם (עדיף שנה מעליכם או שנתיים) שיסביר לכם איך משתמשים במערכת הבידינג, בעיקר לקראת השנה השניה. לפעמים הציונים תלויים מאוד בבחירת הקורסים הנכונים, והמערכת של רישום הקורסים (הבידינג) לא אינטואיטיבית במיוחד לשימוש ויש שיטות להוציא ממנה את המיטב.",7
TLV,מדעי המחשב,עניין מקצועי ואופק תעסוקתי,הלימודים היו מעניינים ותרמו לי ביכולת לעבוד בחברות אזרחיות בתחום.,מעניין ומועיל,תתמקדו בקורסים שמעניינים/חשובים לכם - ובהם תשקיעו.,8
TLV,מדעי המחשב,התכנים במסלול הלימודים עניינו אותי,"התואר מאוד מתמטי, לא היה מספיק דגש לטעמי על הצד המעשי","בסה""כ התואר היה מעניין: רכשתי כלים ונחשפתי לתחומים חדשים","לתכנן את הבידינג טוב, לא לקוות שיהיה בסדר (בייחוד בשנה שלישית!)",8
TLV,מדעי המחשב,התחום עניין אותי וכן קיים לו ביקוש בשוק.,ציפיתי שהלימודים יכילו יותר חומר פרקטי בנוסף על החומר התאורטי.,"כאמור, הייתי מצפה ליותר חומר פרקטי אשר שימושי בהמשך לטובת עבודה בתחום.",קחו בחשבון שמדובר בתואר לא פשוט אשר דורש המון השקעה.,6
TLV,מדעי המחשב,חיבה למקצוע עוד מלפני ושיקולים כלכליים,לא מספיק מעשי,מעשיר אבל אל מספיק דגש על מעשי,לעשות דו חוגי עם ניהול,7
TLV,מדעי המחשב,רציתי מסלול מאתגר ומעניין אשר יאפשר לי להשתכר בכבוד וליצור דברים מעניינים.,המסלול היה מעניין וכך גם העבודה שלי כיום.,לצערי האוניברסיטה לא במצב מלהיב מהרבה בחינות תפעוליות בעיקרן. הרמה האקדמית גבוהה,"תתכוננו מראש, שלא ייהו לכם הרבה חיים, לא כדאי לשלב עבודה.",8
TLV,מדעי המחשב,עיניין בתחום,לימדו את הדברים הבסיסיים עם אפשרות להרחיב בתחומים שמעניינים יותר,יחס מרצים טוב יותר היה מקל ומשפר. באופן כללי אני חוויתי חוויה טובה במהלך הלימודיםץ,"מה שלא קשה זה לא שווה את הטרחה. המסלול בתל אביב הוא קשה לא רק בגלל הנושאים אלא בגלל שמצפים ממך להרבה עבודה עצמאית. תתמודד עם זה, אם אתה מספיק עקשן ורוצה ללמוד תצליח ותקבל ציונים טובים",7
